DATE,TRACT FP Equity_DX_SI_QTY,TRACT FP Equity_DX_SHORT_INTEREST_VALUE,TRACT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TRACT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TRACT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TRACT FP Equity_DX_SI_MV,TRACT FP Equity_DX_DSS,TRACT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TRACT FP Equity_DX_SUPPLY_SI_QTY,TRACT FP Equity_DX_BROKER_SI_QTY,TRACT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TRACT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TRACT FP Equity_DX_BROKER_SI_MV_INC_x,TRACT FP Equity_DX_BROKER_SI_QTY_ADD,TRACT FP Equity_DX_SUPPLY_SI_MV_DEC,TRACT FP Equity_DX_BROKER_SI_QTY_INC,TRACT FP Equity_DX_SUPPLY_SI_QTY_DEC,TRACT FP Equity_DX_BROKER_SI_MV_INC_y,TRACT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TRACT FP Equity_DX_BROKER_SI_MV_ADD,TRACT FP Equity_DX_SUPPLY_SI_QTY_ADD,TRACT FP Equity_DX_BROKER_SI_QTY_DEC,TRACT FP Equity_DX_SUPPLY_SI_MV,TRACT FP Equity_DX_BROKER_SI_MV_DEC,TRACT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TRACT FP Equity_DX_UTILIZATION_QUANTITY,TRACT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TRACT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TRACT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TRACT FP Equity_DX_ACTIVE_UTILIZATION_MV,TRACT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TRACT FP Equity_DX_BROKER_SI_CON_RATIO,TRACT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TRACT FP Equity_DX_DEMAND_SUPPLY_RATIO,TRACT FP Equity_PX_LAST
2025-01-23,17004.0,16663.92,0.2,0.82,0.02,0.02,0.0,8331.96,8502.0,8502.0,8331.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.55,0.3821,50.49,0.0702,0.98
2025-01-24,17004.0,16663.92,0.2,0.93,0.02,0.02,0.0,8331.96,8502.0,8502.0,8331.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.4,0.3825,50.6,0.0702,0.98
2025-01-27,17004.0,16663.92,0.2,1.0,0.02,0.02,0.0,8331.96,8502.0,8502.0,8331.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.4,0.3825,50.6,0.0702,0.98
2025-01-28,17004.0,16731.94,0.2,1.03,0.02,0.02,0.0,8365.97,8502.0,8502.0,8365.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.36,0.3826,50.63,0.0702,0.984
2025-01-29,17004.0,16527.89,0.2,1.25,0.02,0.02,0.0,8263.94,8502.0,8502.0,8263.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.53,0.3822,50.51,0.0701,0.972
2025-01-30,17004.0,16833.96,0.2,1.3,0.02,0.02,0.0,8416.98,8502.0,8502.0,8416.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.21,0.383,50.74,0.0701,0.99
2025-01-31,17004.0,16833.96,0.2,1.29,0.02,0.02,0.0,8416.98,8502.0,8502.0,8416.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.4,0.3825,50.6,0.0701,0.99
2025-02-03,17004.0,16765.94,0.2,1.31,0.02,0.02,0.0,8382.97,8502.0,8502.0,8382.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.45,0.3824,50.57,0.0701,0.986
2025-02-04,17004.0,16731.94,0.2,1.36,0.02,0.02,0.0,8365.97,8502.0,8502.0,8365.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.43,0.3824,50.58,0.0701,0.984
2025-02-05,17004.0,16527.89,0.2,1.39,0.02,0.02,0.0,8263.94,8502.0,8502.0,8263.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.53,0.3822,50.51,0.0701,0.972
2025-02-06,17004.0,16017.77,0.2,1.45,0.02,0.02,0.0,8008.88,8502.0,8502.0,8008.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.73,0.3817,50.37,0.0701,0.942
2025-02-07,17004.0,16017.77,0.2,1.42,0.02,0.02,0.0,8008.88,8502.0,8502.0,8008.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.4,0.3825,50.6,0.0701,0.942
2025-02-10,17004.0,15983.76,0.2,1.41,0.02,0.02,0.0,7991.88,8502.0,8502.0,7991.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.43,0.3824,50.58,0.0701,0.94
2025-02-11,17004.0,15813.72,0.2,1.69,0.02,0.02,0.0,7906.86,8502.0,8502.0,7906.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.52,0.3822,50.52,0.0701,0.93
2025-02-12,17004.0,15643.68,0.2,1.99,0.02,0.02,0.0,7821.84,8502.0,8502.0,7821.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.52,0.3822,50.52,0.0701,0.92
2025-02-13,17004.0,14963.52,0.2,2.06,0.02,0.02,0.0,7481.76,8502.0,8502.0,7481.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.86,0.3814,50.27,0.0701,0.88
2025-02-14,17004.0,15303.6,0.2,2.14,0.02,0.02,0.0,7651.8,8502.0,8502.0,7651.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.17,0.3831,50.77,0.0702,0.9
2025-02-17,14853.0,13367.7,0.18,1.84,0.02,0.01,0.0,5715.9,8502.0,6351.0,7651.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,33.66,0.3545,43.45,0.0613,0.9
2025-02-18,12702.0,11431.8,0.15,1.63,0.02,0.01,0.0,5715.9,6351.0,6351.0,5715.9,0.0,0.0,0.0,0.0,0.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.87,0.3413,39.36,0.0529,0.9
2025-02-19,12702.0,11635.03,0.15,1.68,0.02,0.01,0.0,5817.52,6351.0,6351.0,5817.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.99,0.341,39.15,0.0529,0.916
2025-02-20,12702.0,11558.82,0.15,1.65,0.02,0.01,0.0,5779.41,6351.0,6351.0,5779.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.82,0.3414,39.44,0.0529,0.91
2025-02-21,12702.0,11685.84,0.15,1.71,0.02,0.01,0.0,5842.92,6351.0,6351.0,5842.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.94,0.3411,39.23,0.0529,0.92
2025-02-24,12702.0,11457.2,0.15,1.87,0.02,0.01,0.0,5728.6,6351.0,6351.0,5728.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.74,0.3417,39.6,0.0529,0.902
2025-02-25,12702.0,11558.82,0.15,2.52,0.02,0.01,0.0,5779.41,6351.0,6351.0,5779.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.93,0.3411,39.26,0.0529,0.91
2025-02-26,12702.0,11508.01,0.15,2.82,0.02,0.01,0.0,5754.01,6351.0,6351.0,5754.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.84,0.3414,39.42,0.0529,0.906
2025-02-27,12702.0,11380.99,0.15,2.83,0.02,0.01,0.0,5690.5,6351.0,6351.0,5690.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.79,0.3415,39.5,0.0529,0.896
2025-02-28,12702.0,11355.59,0.15,2.86,0.02,0.01,0.0,5677.79,6351.0,6351.0,5677.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.85,0.3414,39.39,0.0529,0.894
2025-03-03,12702.0,11177.76,0.15,2.87,0.02,0.01,0.0,5588.88,6351.0,6351.0,5588.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.76,0.3416,39.55,0.0529,0.88
2025-03-04,12702.0,11660.44,0.15,2.84,0.02,0.01,0.0,5830.22,6351.0,6351.0,5830.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,34.15,0.3405,38.86,0.0529,0.918
2025-03-05,12702.0,11685.84,0.15,2.84,0.02,0.01,0.0,5842.92,6351.0,6351.0,5842.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,33.88,0.3413,39.34,0.0529,0.92
2025-03-06,7702.0,7008.82,0.09,1.78,0.01,0.01,0.0,3504.41,3851.0,3851.0,3504.41,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.91
2025-03-07,7702.0,6978.01,0.09,1.81,0.01,0.01,0.0,3489.01,3851.0,3851.0,3489.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.906
2025-03-10,7702.0,6947.2,0.09,1.8,0.01,0.01,0.0,3473.6,3851.0,3851.0,3473.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.902
2025-03-11,7702.0,6993.42,0.09,2.02,0.01,0.01,0.0,3496.71,3851.0,3851.0,3496.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.908
2025-03-12,7702.0,6700.74,0.09,2.0,0.01,0.01,0.0,3350.37,3851.0,3851.0,3350.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.87
2025-03-13,7702.0,6823.97,0.09,1.98,0.01,0.01,0.0,3411.99,3851.0,3851.0,3411.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.886
2025-03-14,7702.0,6823.97,0.09,2.18,0.01,0.01,0.0,3411.99,3851.0,3851.0,3411.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.886
2025-03-17,7702.0,6746.95,0.09,2.19,0.01,0.01,0.0,3373.48,3851.0,3851.0,3373.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.876
2025-03-18,7702.0,6762.36,0.09,2.19,0.01,0.01,0.0,3381.18,3851.0,3851.0,3381.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.878
2025-03-19,7702.0,6746.95,0.09,2.2,0.01,0.01,0.0,3373.48,3851.0,3851.0,3373.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.876
2025-03-20,7702.0,6716.14,0.09,2.19,0.01,0.01,0.0,3358.07,3851.0,3851.0,3358.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.872
2025-03-21,7702.0,6700.74,0.09,2.49,0.01,0.01,0.0,3350.37,3851.0,3851.0,3350.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,44.14,0.5069,55.86,0.0324,0.87
2025-03-24,5578.0,4841.7,0.07,1.86,0.01,0.0,0.0,1499.04,3851.0,1727.0,3342.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124.0,0.0,0.0,100.0,1.62,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,0.0235,0.868
2025-03-25,3454.0,3074.06,0.04,1.32,0.0,0.0,0.0,1537.03,1727.0,1727.0,1537.03,0.0,0.0,0.0,0.0,0.0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,1.56,0.9692,98.44,0.0147,0.89
2025-03-26,3454.0,3074.06,0.04,1.27,0.0,0.0,0.0,1537.03,1727.0,1727.0,1537.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.22,0.4847,49.22,0.0147,0.89
2025-03-27,3454.0,2991.16,0.04,1.39,0.0,0.0,0.0,1495.58,1727.0,1727.0,1495.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.55,0.4848,49.89,0.0147,0.866
2025-03-28,3454.0,2963.53,0.04,1.57,0.0,0.0,0.0,1481.77,1727.0,1727.0,1481.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.99,0.4847,49.45,0.0147,0.858
2025-03-31,3458.0,2835.56,0.04,1.5,0.0,0.0,0.0,1417.78,1729.0,1729.0,1417.78,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.08,0.4845,50.3,0.0147,0.82
2025-04-01,3458.0,2890.89,0.04,1.36,0.0,0.0,0.0,1445.44,1729.0,1729.0,1445.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.71,0.4842,49.66,0.0147,0.836
2025-04-02,3458.0,2856.31,0.04,1.31,0.0,0.0,0.0,1428.15,1729.0,1729.0,1428.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.89,0.4842,49.49,0.0147,0.826
2025-04-03,3458.0,2835.56,0.04,1.42,0.0,0.0,0.0,1417.78,1729.0,1729.0,1417.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.01,0.4842,49.37,0.0147,0.82
2025-04-04,3458.0,2697.24,0.04,1.31,0.0,0.0,0.0,1348.62,1729.0,1729.0,1348.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,47.96,0.4845,50.42,0.0147,0.78
2025-04-07,3458.0,2628.08,0.04,1.35,0.0,0.0,0.0,1314.04,1729.0,1729.0,1314.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.55,0.4843,49.83,0.0147,0.76
2025-04-08,3458.0,2655.74,0.04,1.17,0.0,0.0,0.0,1327.87,1729.0,1729.0,1327.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.93,0.4842,49.45,0.0147,0.768
2025-04-09,3458.0,2628.08,0.04,1.17,0.0,0.0,0.0,1314.04,1729.0,1729.0,1314.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.93,0.4842,49.45,0.0147,0.76
2025-04-10,3458.0,2697.24,0.04,1.16,0.0,0.0,0.0,1348.62,1729.0,1729.0,1348.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.55,0.4843,49.83,0.0147,0.78
2025-04-11,3458.0,2621.16,0.04,1.13,0.0,0.0,0.0,1310.58,1729.0,1729.0,1310.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.49,0.4843,49.89,0.0147,0.758
2025-04-14,3458.0,2662.66,0.04,1.11,0.0,0.0,0.0,1331.33,1729.0,1729.0,1331.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.8,0.4842,49.58,0.0147,0.77
2025-04-15,3458.0,2662.66,0.04,1.1,0.0,0.0,0.0,1331.33,1729.0,1729.0,1331.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4842,49.19,0.0147,0.77
2025-04-16,3458.0,2683.41,0.04,1.24,0.0,0.0,0.0,1341.7,1729.0,1729.0,1341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4841,49.19,0.0147,0.776
2025-04-17,3458.0,2683.41,0.04,1.27,0.0,0.0,0.0,1341.7,1729.0,1729.0,1341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4842,49.19,0.0147,0.776
2025-04-18,3458.0,2683.41,0.04,1.28,0.0,0.0,0.0,1341.7,1729.0,1729.0,1341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4842,49.19,0.0147,0.0
2025-04-21,3458.0,2683.41,0.04,1.28,0.0,0.0,0.0,1341.7,1729.0,1729.0,1341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4842,49.19,0.0147,0.0
2025-04-22,3458.0,2704.16,0.04,1.28,0.0,0.0,0.0,1352.08,1729.0,1729.0,1352.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4841,49.19,0.0147,0.782
2025-04-23,3458.0,2787.15,0.04,1.28,0.0,0.0,0.0,1393.57,1729.0,1729.0,1393.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.45,0.4843,49.93,0.0147,0.806
2025-04-24,3458.0,2835.56,0.04,1.28,0.0,0.0,0.0,1417.78,1729.0,1729.0,1417.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.77,0.4842,49.61,0.0147,0.82
2025-04-25,3458.0,2842.48,0.04,1.29,0.0,0.0,0.0,1421.24,1729.0,1729.0,1421.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.13,0.4842,49.25,0.0147,0.822
2025-04-28,3458.0,2842.48,0.04,1.35,0.0,0.0,0.0,1421.24,1729.0,1729.0,1421.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4842,49.19,0.0147,0.822
2025-04-29,3458.0,2904.72,0.04,1.38,0.0,0.0,0.0,1452.36,1729.0,1729.0,1452.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.18,0.484,49.18,0.0147,0.84
2025-04-30,3458.0,2856.31,0.04,1.35,0.0,0.0,0.0,1428.15,1729.0,1729.0,1428.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.78,0.4842,49.6,0.0147,0.826
2025-05-01,3458.0,2856.31,0.04,1.35,0.0,0.0,0.0,1428.15,1729.0,1729.0,1428.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.78,0.4842,49.6,0.0147,0.0
2025-05-02,3458.0,2911.64,0.04,1.35,0.0,0.0,0.0,1455.82,1729.0,1729.0,1455.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.72,0.4842,49.66,0.0147,0.842
2025-05-05,3458.0,2918.55,0.04,1.33,0.0,0.0,0.0,1459.28,1729.0,1729.0,1459.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.13,0.4842,49.25,0.0147,0.844
2025-05-06,3456.0,2923.78,0.04,1.34,0.0,0.0,0.0,1461.04,1729.0,1727.0,1462.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.16,0.4847,49.28,0.0147,0.846
2025-05-07,3454.0,2977.35,0.04,1.34,0.0,0.0,0.0,1488.67,1727.0,1727.0,1488.67,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.79,0.4853,49.71,0.0147,0.862
2025-05-08,3454.0,2949.72,0.04,1.3,0.0,0.0,0.0,1474.86,1727.0,1727.0,1474.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.02,0.4853,49.48,0.0147,0.854
2025-05-09,3454.0,2970.44,0.04,1.33,0.0,0.0,0.0,1485.22,1727.0,1727.0,1485.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.07,0.4853,49.42,0.0147,0.86
2025-05-12,3454.0,3018.8,0.04,1.4,0.0,0.0,0.0,1509.4,1727.0,1727.0,1509.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.85,0.4853,49.64,0.0147,0.874
2025-05-13,3454.0,3011.89,0.04,1.42,0.0,0.0,0.0,1505.94,1727.0,1727.0,1505.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,49.19,0.4853,49.3,0.0147,0.872
2025-05-14,3454.0,3046.43,0.04,1.56,0.0,0.0,0.0,1523.21,1727.0,1727.0,1523.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.97,0.4853,49.53,0.0147,0.882
2025-05-15,3454.0,2984.26,0.04,1.75,0.0,0.0,0.0,1492.13,1727.0,1727.0,1492.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.74,0.4853,49.75,0.0147,0.864
2025-05-16,3454.0,2935.9,0.04,1.93,0.0,0.0,0.0,1467.95,1727.0,1727.0,1467.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.84,0.4853,49.65,0.0147,0.85
2025-05-19,3454.0,3039.52,0.04,2.01,0.0,0.0,0.0,1519.76,1727.0,1727.0,1519.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,48.39,0.4854,50.1,0.0147,0.88
